idx,idx_Top10,idx_original,Original_ID,synset,Name,ILSVRC2012_ID,WNID,Words,Img_Name,HHI_Score,Top3_sum,Top5_sum,child,L1.class,L2.class,L3.class,L4.class,L5.class
931,4326,4523,685,n03877845,Palace,685,n03877845,palace,ILSVRC2012_val_00004524.JPEG,4872.67797,91.5201672,91.81817142,Palace,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
932,4336,4535,795,n04562935,Water Tower,795,n04562935,water tower,ILSVRC2012_val_00004536.JPEG,1161.181117,54.949186,57.0841205,Water_Tower,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
933,4337,4536,918,n03630383,Lab Coat,918,n03630383,"lab coat, laboratory coat",ILSVRC2012_val_00004537.JPEG,9849.903744,99.28991111,99.30742705,Lab_Coat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
934,4346,4547,5,n02102040,English Springer,5,n02102040,"English springer, English springer spaniel",ILSVRC2012_val_00004548.JPEG,9632.583941,98.92276462,99.02130524,English_Springer,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
935,4347,4548,109,n02097298,Scotch Terrier,109,n02097298,"Scotch terrier, Scottish terrier, Scottie",ILSVRC2012_val_00004549.JPEG,9237.165785,96.40724746,96.56416051,Scotch_Terrier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
936,4348,4549,383,n01514668,Cock,383,n01514668,cock,ILSVRC2012_val_00004550.JPEG,5394.861048,89.65715524,89.89473928,Cock,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
937,4351,4552,5,n02102040,English Springer,5,n02102040,"English springer, English springer spaniel",ILSVRC2012_val_00004553.JPEG,2323.945778,64.1375419,65.38885754,English_Springer,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
938,4364,4566,371,n03658185,Letter Opener,371,n03658185,"letter opener, paper knife, paperknife",ILSVRC2012_val_00004567.JPEG,2349.505504,74.482205,76.2766699,Letter_Opener,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
939,4377,4580,786,n04399382,Teddy,786,n04399382,"teddy, teddy bear",ILSVRC2012_val_00004581.JPEG,8852.797774,94.75569752,95.25523646,Teddy,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
940,4384,4587,796,n03325584,Feather Boa,796,n03325584,"feather boa, boa",ILSVRC2012_val_00004588.JPEG,9832.256703,99.20509904,99.21793949,Feather_Boa,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
941,4393,4596,791,n06785654,Crossword Puzzle,791,n06785654,"crossword puzzle, crossword",ILSVRC2012_val_00004597.JPEG,9999.116022,99.99731333,99.99745726,Crossword_Puzzle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
942,4400,4603,102,n02114548,White Wolf,102,n02114548,"white wolf, Arctic wolf, Canis lupus tundrarum",ILSVRC2012_val_00004604.JPEG,6808.314986,89.8587611,90.03127772,White_Wolf,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
943,4401,4604,4,n02096294,Australian Terrier,4,n02096294,Australian terrier,ILSVRC2012_val_00004605.JPEG,8222.661354,92.29189578,92.51211996,Australian_Terrier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
944,4402,4605,854,n03787032,Mortarboard,854,n03787032,mortarboard,ILSVRC2012_val_00004606.JPEG,9427.958994,98.62171817,98.66317671,Mortarboard,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
945,4408,4611,8,n02124075,Egyptian Cat,8,n02124075,Egyptian cat,ILSVRC2012_val_00004612.JPEG,863.6127664,44.1902325,52.4428727,Egyptian_Cat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
946,4413,4617,894,n03690938,Lotion,894,n03690938,lotion,ILSVRC2012_val_00004618.JPEG,323.3625758,27.458567,35.6014804,Lotion,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
947,4416,4620,240,n04612504,Yawl,240,n04612504,yawl,ILSVRC2012_val_00004621.JPEG,1638.284003,60.7494042,64.539706,Yawl,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
948,4419,4623,761,n03062245,Cocktail Shaker,761,n03062245,cocktail shaker,ILSVRC2012_val_00004624.JPEG,669.0159037,40.802847,48.9816239,Cocktail_Shaker,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
949,4420,4624,820,n02909870,Bucket,820,n02909870,"bucket, pail",ILSVRC2012_val_00004625.JPEG,7315.985532,91.0900803,92.75679525,Bucket,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
950,4421,4626,421,n01860187,Black Swan,421,n01860187,"black swan, Cygnus atratus",ILSVRC2012_val_00004627.JPEG,8916.161134,94.72479166,94.79501309,Black_Swan,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
951,4422,4627,827,n02999410,Chain,827,n02999410,chain,ILSVRC2012_val_00004628.JPEG,530.0810962,34.183105,45.2041333,Chain,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
952,4439,4645,861,n06874185,Traffic Light,861,n06874185,"traffic light, traffic signal, stoplight",ILSVRC2012_val_00004646.JPEG,9999.957,99.99988948,99.99993441,Traffic_Light,entity.n.01,abstraction.n.06,communication.n.02,signal.n.01,visual_signal.n.01
953,4448,4654,450,n01443537,Goldfish,450,n01443537,"goldfish, Carassius auratus",ILSVRC2012_val_00004655.JPEG,9592.282426,98.21830569,98.25573906,Goldfish,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
954,4449,4655,223,n02672831,Accordion,223,n02672831,"accordion, piano accordion, squeeze box",ILSVRC2012_val_00004656.JPEG,9906.370724,99.66231973,99.6680499,Accordion,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
955,4455,4661,524,n04548280,Wall Clock,524,n04548280,wall clock,ILSVRC2012_val_00004662.JPEG,5920.418523,87.134539,90.9509018,Wall_Clock,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
956,4459,4665,114,n02107574,Greater Swiss Mountain Dog,114,n02107574,Greater Swiss Mountain dog,ILSVRC2012_val_00004666.JPEG,8717.241452,94.81924805,95.73718803,Greater_Swiss_Mountain_Dog,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
957,4466,4672,712,n03388043,Fountain,712,n03388043,fountain,ILSVRC2012_val_00004673.JPEG,6490.725902,82.40611378,82.74994137,Fountain,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
958,4475,4682,73,n02484975,Guenon,73,n02484975,"guenon, guenon monkey",ILSVRC2012_val_00004683.JPEG,8869.202375,95.21806957,95.43438311,Guenon,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
959,4496,4705,632,n02229544,Cricket,632,n02229544,cricket,ILSVRC2012_val_00004706.JPEG,6054.551363,90.58401642,90.77562402,Cricket,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
960,4500,4709,17,n02109047,Great Dane,17,n02109047,Great Dane,ILSVRC2012_val_00004710.JPEG,9485.929116,98.15395581,98.38775653,Great_Dane,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
961,4503,4712,117,n02102973,Irish Water Spaniel,117,n02102973,Irish water spaniel,ILSVRC2012_val_00004713.JPEG,9152.687255,95.85342039,95.95329156,Irish_Water_Spaniel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
962,4504,4713,940,n02865351,Bolo Tie,940,n02865351,"bolo tie, bolo, bola tie, bola",ILSVRC2012_val_00004714.JPEG,8851.146722,98.8976862,99.00654091,Bolo_Tie,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
963,4506,4715,625,n02169497,Leaf Beetle,625,n02169497,"leaf beetle, chrysomelid",ILSVRC2012_val_00004716.JPEG,8460.493693,99.29757535,99.36680264,Leaf_Beetle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
964,4513,4722,457,n02641379,Gar,457,n02641379,"gar, garfish, garpike, billfish, Lepisosteus osseus",ILSVRC2012_val_00004723.JPEG,7393.959701,91.13568271,91.32813161,Gar,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
965,4518,4727,745,n07730033,Cardoon,745,n07730033,cardoon,ILSVRC2012_val_00004728.JPEG,9163.129565,96.57283061,96.63989361,Cardoon,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
966,4519,4728,525,n03544143,Hourglass,525,n03544143,hourglass,ILSVRC2012_val_00004729.JPEG,9968.479764,99.85432962,99.85668816,Hourglass,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
967,4520,4729,425,n02007558,Flamingo,425,n02007558,flamingo,ILSVRC2012_val_00004730.JPEG,8123.96078,90.46774185,90.59776592,Flamingo,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
968,4524,4733,39,n02389026,Sorrel,39,n02389026,sorrel,ILSVRC2012_val_00004734.JPEG,8214.117249,91.224026,91.4964912,Sorrel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
969,4530,4740,660,n03297495,Espresso Maker,660,n03297495,espresso maker,ILSVRC2012_val_00004741.JPEG,8953.616662,96.08297398,96.19289127,Espresso_Maker,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
970,4537,4747,87,n02085936,Maltese Dog,87,n02085936,"Maltese dog, Maltese terrier, Maltese",ILSVRC2012_val_00004748.JPEG,8580.294707,93.6939469,93.83965525,Maltese_Dog,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
971,4538,4748,388,n01532829,House Finch,388,n01532829,"house finch, linnet, Carpodacus mexicanus",ILSVRC2012_val_00004749.JPEG,8542.05163,93.36251736,93.48311488,House_Finch,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
972,4543,4754,6,n02066245,Grey Whale,6,n02066245,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",ILSVRC2012_val_00004755.JPEG,3922.193006,73.4054937,79.386465,Grey_Whale,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
973,4546,4757,869,n03782006,Monitor,869,n03782006,monitor,ILSVRC2012_val_00004758.JPEG,1024.856486,49.3436564,61.6613297,Monitor,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
974,4548,4760,355,n04141076,Sax,355,n04141076,"sax, saxophone",ILSVRC2012_val_00004761.JPEG,8915.652956,95.39021655,95.70418672,Sax,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
975,4550,4762,86,n02107683,Bernese Mountain Dog,86,n02107683,Bernese mountain dog,ILSVRC2012_val_00004763.JPEG,8735.47302,95.67529846,96.24824565,Bernese_Mountain_Dog,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
976,4556,4768,786,n04399382,Teddy,786,n04399382,"teddy, teddy bear",ILSVRC2012_val_00004769.JPEG,9104.284169,96.69010853,97.54638363,Teddy,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
977,4559,4771,657,n02319095,Sea Urchin,657,n02319095,sea urchin,ILSVRC2012_val_00004772.JPEG,9508.795406,97.67820341,97.71942178,Sea_Urchin,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
978,4563,4775,204,n02091244,Ibizan Hound,204,n02091244,"Ibizan hound, Ibizan Podenco",ILSVRC2012_val_00004776.JPEG,9201.740086,97.20627986,97.31524434,Ibizan_Hound,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
979,4564,4776,18,n02089867,Walker Hound,18,n02089867,"Walker hound, Walker foxhound",ILSVRC2012_val_00004777.JPEG,2218.228368,68.1449077,72.5411495,Walker_Hound,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
980,4569,4781,46,n02113978,Mexican Hairless,46,n02113978,Mexican hairless,ILSVRC2012_val_00004782.JPEG,9268.623403,97.03749617,97.17167092,Mexican_Hairless,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
981,4579,4791,826,n03873416,Paddle,826,n03873416,"paddle, boat paddle",ILSVRC2012_val_00004792.JPEG,2929.875672,75.74756655,76.10815806,Paddle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
982,4580,4792,186,n02437616,Llama,186,n02437616,llama,ILSVRC2012_val_00004793.JPEG,8259.688064,93.32916682,93.66970209,Llama,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
983,4593,4805,766,n04476259,Tray,766,n04476259,tray,ILSVRC2012_val_00004806.JPEG,8364.594711,96.2721012,97.58654991,Tray,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
984,4608,4822,20,n02091134,Whippet,20,n02091134,whippet,ILSVRC2012_val_00004823.JPEG,9661.25794,98.53762258,98.60247961,Whippet,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
985,4613,4828,876,n04118538,Rugby Ball,876,n04118538,rugby ball,ILSVRC2012_val_00004829.JPEG,4391.260298,66.93570636,67.46893406,Rugby_Ball,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
986,4614,4829,662,n03259280,Dutch Oven,662,n03259280,Dutch oven,ILSVRC2012_val_00004830.JPEG,5772.746865,85.4762146,88.5299713,Dutch_Oven,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
987,4615,4830,270,n03670208,Limousine,270,n03670208,"limousine, limo",ILSVRC2012_val_00004831.JPEG,9522.071482,97.62416894,97.6561026,Limousine,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
988,4619,4834,757,n03404251,Fur Coat,757,n03404251,fur coat,ILSVRC2012_val_00004835.JPEG,1536.437904,48.6745668,53.106283,Fur_Coat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
989,4622,4837,108,n02403003,Ox,108,n02403003,ox,ILSVRC2012_val_00004838.JPEG,5522.766236,83.322035,84.3679922,Ox,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
990,4630,4845,369,n03498962,Hatchet,369,n03498962,hatchet,ILSVRC2012_val_00004846.JPEG,8131.761247,92.2380083,92.93913488,Hatchet,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
991,4645,4861,589,n04162706,Seat Belt,589,n04162706,"seat belt, seatbelt",ILSVRC2012_val_00004862.JPEG,9724.449746,99.36874303,99.51007902,Seat_Belt,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
992,4647,4863,35,n02138441,Meerkat,35,n02138441,"meerkat, mierkat",ILSVRC2012_val_00004864.JPEG,7602.298085,94.31880734,94.52225765,Meerkat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
993,4657,4874,195,n02363005,Beaver,195,n02363005,beaver,ILSVRC2012_val_00004875.JPEG,997.748609,52.766287,59.5234285,Beaver,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
994,4660,4878,231,n04552348,Warplane,231,n04552348,"warplane, military plane",ILSVRC2012_val_00004879.JPEG,6064.075597,96.4846668,96.60109883,Warplane,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
995,4665,4883,63,n02091467,Norwegian Elkhound,63,n02091467,"Norwegian elkhound, elkhound",ILSVRC2012_val_00004884.JPEG,6759.664873,84.1062033,85.37628543,Norwegian_Elkhound,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
996,4669,4887,777,n02823428,Beer Bottle,777,n02823428,beer bottle,ILSVRC2012_val_00004888.JPEG,9813.278568,99.2257184,99.32174352,Beer_Bottle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
997,4672,4890,663,n04111531,Rotisserie,663,n04111531,rotisserie,ILSVRC2012_val_00004891.JPEG,9853.05556,99.68007452,99.6962595,Rotisserie,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
998,4678,4896,460,n01667114,Mud Turtle,460,n01667114,mud turtle,ILSVRC2012_val_00004897.JPEG,8730.125131,95.80036117,95.84617294,Mud_Turtle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
999,4679,4897,460,n01667114,Mud Turtle,460,n01667114,mud turtle,ILSVRC2012_val_00004898.JPEG,6211.134168,95.16352976,96.06915319,Mud_Turtle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
1000,4689,4907,999,n07831146,Carbonara,999,n07831146,carbonara,ILSVRC2012_val_00004908.JPEG,9211.386093,96.08667365,96.16993909,Carbonara,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
1001,4702,4920,474,n01704323,Triceratops,474,n01704323,triceratops,ILSVRC2012_val_00004921.JPEG,9979.482633,99.90783369,99.90889682,Triceratops,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
1002,4704,4922,651,n01930112,Nematode,651,n01930112,"nematode, nematode worm, roundworm",ILSVRC2012_val_00004923.JPEG,9895.428141,99.49494756,99.50391536,Nematode,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
1003,4707,4925,170,n02093428,American Staffordshire Terrier,170,n02093428,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",ILSVRC2012_val_00004926.JPEG,5619.651067,93.86502326,94.04703599,American_Staffordshire_Terrier,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
1004,4726,4945,668,n04070727,Refrigerator,668,n04070727,"refrigerator, icebox",ILSVRC2012_val_00004946.JPEG,9406.537096,99.31486202,99.36967431,Refrigerator,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
1005,4729,4948,1000,n03255030,Dumbbell,1000,n03255030,dumbbell,ILSVRC2012_val_00004949.JPEG,9328.769361,99.66655492,99.68291602,Dumbbell,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
1006,4730,4949,920,n03769881,Minibus,920,n03769881,minibus,ILSVRC2012_val_00004950.JPEG,7944.334286,94.3206498,95.06397965,Minibus,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
1007,4737,4956,564,n03874293,Paddlewheel,564,n03874293,"paddlewheel, paddle wheel",ILSVRC2012_val_00004957.JPEG,8685.468775,95.0901435,95.566633,Paddlewheel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
1008,4740,4959,156,n02097209,Standard Schnauzer,156,n02097209,standard schnauzer,ILSVRC2012_val_00004960.JPEG,8671.061729,97.4583443,97.53995443,Standard_Schnauzer,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
1009,4741,4960,826,n03873416,Paddle,826,n03873416,"paddle, boat paddle",ILSVRC2012_val_00004961.JPEG,6124.622168,91.49297172,91.60214407,Paddle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
1010,4745,4964,616,n01981276,King Crab,616,n01981276,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",ILSVRC2012_val_00004965.JPEG,8740.411484,99.65424168,99.7646284,King_Crab,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
1011,4750,4969,274,n04285008,Sports Car,274,n04285008,"sports car, sport car",ILSVRC2012_val_00004970.JPEG,2290.61807,72.6579744,76.0115754,Sports_Car,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
1012,4764,4984,157,n02342885,Hamster,157,n02342885,hamster,ILSVRC2012_val_00004985.JPEG,9184.527645,95.93054949,95.98963186,Hamster,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
1013,4772,4992,908,n02802426,Basketball,908,n02802426,basketball,ILSVRC2012_val_00004993.JPEG,9683.933819,98.62558332,98.66253618,Basketball,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
1014,4775,4995,63,n02091467,Norwegian Elkhound,63,n02091467,"Norwegian elkhound, elkhound",ILSVRC2012_val_00004996.JPEG,8644.616443,93.94820963,94.05776704,Norwegian_Elkhound,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
1015,4785,5005,206,n02130308,Cheetah,206,n02130308,"cheetah, chetah, Acinonyx jubatus",ILSVRC2012_val_00005006.JPEG,9251.476175,96.64468876,96.7664175,Cheetah,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
1016,4788,5008,685,n03877845,Palace,685,n03877845,palace,ILSVRC2012_val_00005009.JPEG,6124.992086,80.8243549,82.21507225,Palace,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
1017,4811,5032,488,n01748264,Indian Cobra,488,n01748264,"Indian cobra, Naja naja",ILSVRC2012_val_00005033.JPEG,4044.643151,71.333323,75.1160688,Indian_Cobra,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
1018,4813,5034,820,n02909870,Bucket,820,n02909870,"bucket, pail",ILSVRC2012_val_00005035.JPEG,2011.460458,68.199036,73.20737205,Bucket,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
1019,4816,5037,800,n04192698,Shield,800,n04192698,"shield, buckler",ILSVRC2012_val_00005038.JPEG,7935.032528,94.0628151,94.86994205,Shield,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
1020,4817,5038,685,n03877845,Palace,685,n03877845,palace,ILSVRC2012_val_00005039.JPEG,8777.087855,95.38984719,95.601866,Palace,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
